obj_id,path_background,path_dapi,path_yap,path_actin,height,width,channels,center,eccentricity,center_rot
115,C:\Users\sbsas\Documents\uni\Projects\Nikita PhD\Chip_1462_1_real\obj0115_stainbackground_real.tiff,C:\Users\sbsas\Documents\uni\Projects\Nikita PhD\Chip_1462_1_real\obj0115_stainDAPI_real.tiff,C:\Users\sbsas\Documents\uni\Projects\Nikita PhD\Chip_1462_1_real\obj0115_stainYAP_real.tiff,C:\Users\sbsas\Documents\uni\Projects\Nikita PhD\Chip_1462_1_real\obj0115_stainActin_real.tiff,300,300,"actin,background,dapi,yap","(array([103.03020134]), array([136.68456376]))",[0.94730609],"(419.88091469655365, 267.9643365742612)"
121,C:\Users\sbsas\Documents\uni\Projects\Nikita PhD\Chip_1462_1_real\obj0121_stainbackground_real.tiff,C:\Users\sbsas\Documents\uni\Projects\Nikita PhD\Chip_1462_1_real\obj0121_stainDAPI_real.tiff,C:\Users\sbsas\Documents\uni\Projects\Nikita PhD\Chip_1462_1_real\obj0121_stainYAP_real.tiff,C:\Users\sbsas\Documents\uni\Projects\Nikita PhD\Chip_1462_1_real\obj0121_stainActin_real.tiff,300,300,"actin,background,dapi,yap","(array([232.12612613]), array([201.5045045]))",[0.94474697],"(408.8054457737942, 645.7938520482805)"
123,C:\Users\sbsas\Documents\uni\Projects\Nikita PhD\Chip_1462_1_real\obj0123_stainbackground_real.tiff,C:\Users\sbsas\Documents\uni\Projects\Nikita PhD\Chip_1462_1_real\obj0123_stainDAPI_real.tiff,C:\Users\sbsas\Documents\uni\Projects\Nikita PhD\Chip_1462_1_real\obj0123_stainYAP_real.tiff,C:\Users\sbsas\Documents\uni\Projects\Nikita PhD\Chip_1462_1_real\obj0123_stainActin_real.tiff,300,300,"actin,background,dapi,yap","(array([111.75136612]), array([142.17759563]))",[0.82932894],"(421.69846070716125, 294.8727350904223)"
124,C:\Users\sbsas\Documents\uni\Projects\Nikita PhD\Chip_1462_1_real\obj0124_stainbackground_real.tiff,C:\Users\sbsas\Documents\uni\Projects\Nikita PhD\Chip_1462_1_real\obj0124_stainDAPI_real.tiff,C:\Users\sbsas\Documents\uni\Projects\Nikita PhD\Chip_1462_1_real\obj0124_stainYAP_real.tiff,C:\Users\sbsas\Documents\uni\Projects\Nikita PhD\Chip_1462_1_real\obj0124_stainActin_real.tiff,300,300,"actin,background,dapi,yap","(array([112.74903475]), array([143.89189189]))",[0.92444359],"(424.40728045375636, 299.29983707712654)"
126,C:\Users\sbsas\Documents\uni\Projects\Nikita PhD\Chip_1462_1_real\obj0126_stainbackground_real.tiff,C:\Users\sbsas\Documents\uni\Projects\Nikita PhD\Chip_1462_1_real\obj0126_stainDAPI_real.tiff,C:\Users\sbsas\Documents\uni\Projects\Nikita PhD\Chip_1462_1_real\obj0126_stainYAP_real.tiff,C:\Users\sbsas\Documents\uni\Projects\Nikita PhD\Chip_1462_1_real\obj0126_stainActin_real.tiff,300,300,"actin,background,dapi,yap","(array([194.34615385]), array([189.88888889]))",[0.94402974],"(428.9831346162755, 544.3567196392111)"
127,C:\Users\sbsas\Documents\uni\Projects\Nikita PhD\Chip_1462_1_real\obj0127_stainbackground_real.tiff,C:\Users\sbsas\Documents\uni\Projects\Nikita PhD\Chip_1462_1_real\obj0127_stainDAPI_real.tiff,C:\Users\sbsas\Documents\uni\Projects\Nikita PhD\Chip_1462_1_real\obj0127_stainYAP_real.tiff,C:\Users\sbsas\Documents\uni\Projects\Nikita PhD\Chip_1462_1_real\obj0127_stainActin_real.tiff,300,300,"actin,background,dapi,yap","(array([193.57142857]), array([188.08843537]))",[0.92918275],"(425.79895966825256, 540.3360429644864)"
132,C:\Users\sbsas\Documents\uni\Projects\Nikita PhD\Chip_1462_1_real\obj0132_stainbackground_real.tiff,C:\Users\sbsas\Documents\uni\Projects\Nikita PhD\Chip_1462_1_real\obj0132_stainDAPI_real.tiff,C:\Users\sbsas\Documents\uni\Projects\Nikita PhD\Chip_1462_1_real\obj0132_stainYAP_real.tiff,C:\Users\sbsas\Documents\uni\Projects\Nikita PhD\Chip_1462_1_real\obj0132_stainActin_real.tiff,300,300,"actin,background,dapi,yap","(array([153.33449477]), array([125.85017422]))",[0.90541302],"(332.44280410193295, 370.358875698183)"
137,C:\Users\sbsas\Documents\uni\Projects\Nikita PhD\Chip_1462_1_real\obj0137_stainbackground_real.tiff,C:\Users\sbsas\Documents\uni\Projects\Nikita PhD\Chip_1462_1_real\obj0137_stainDAPI_real.tiff,C:\Users\sbsas\Documents\uni\Projects\Nikita PhD\Chip_1462_1_real\obj0137_stainYAP_real.tiff,C:\Users\sbsas\Documents\uni\Projects\Nikita PhD\Chip_1462_1_real\obj0137_stainActin_real.tiff,300,300,"actin,background,dapi,yap","(array([100.00425532]), array([134.25106383]))",[0.91980084],"(418.03519337348496, 257.9726701327486)"
138,C:\Users\sbsas\Documents\uni\Projects\Nikita PhD\Chip_1462_1_real\obj0138_stainbackground_real.tiff,C:\Users\sbsas\Documents\uni\Projects\Nikita PhD\Chip_1462_1_real\obj0138_stainDAPI_real.tiff,C:\Users\sbsas\Documents\uni\Projects\Nikita PhD\Chip_1462_1_real\obj0138_stainYAP_real.tiff,C:\Users\sbsas\Documents\uni\Projects\Nikita PhD\Chip_1462_1_real\obj0138_stainActin_real.tiff,300,300,"actin,background,dapi,yap","(array([15.4351585]), array([128.80691643]))",[0.95721392],"(510.54570394276993, 56.444453109992025)"
139,C:\Users\sbsas\Documents\uni\Projects\Nikita PhD\Chip_1462_1_real\obj0139_stainbackground_real.tiff,C:\Users\sbsas\Documents\uni\Projects\Nikita PhD\Chip_1462_1_real\obj0139_stainDAPI_real.tiff,C:\Users\sbsas\Documents\uni\Projects\Nikita PhD\Chip_1462_1_real\obj0139_stainYAP_real.tiff,C:\Users\sbsas\Documents\uni\Projects\Nikita PhD\Chip_1462_1_real\obj0139_stainActin_real.tiff,300,300,"actin,background,dapi,yap","(array([147.86687307]), array([162.51083591]))",[0.94738161],"(423.6653147458432, 403.305251814769)"
140,C:\Users\sbsas\Documents\uni\Projects\Nikita PhD\Chip_1462_1_real\obj0140_stainbackground_real.tiff,C:\Users\sbsas\Documents\uni\Projects\Nikita PhD\Chip_1462_1_real\obj0140_stainDAPI_real.tiff,C:\Users\sbsas\Documents\uni\Projects\Nikita PhD\Chip_1462_1_real\obj0140_stainYAP_real.tiff,C:\Users\sbsas\Documents\uni\Projects\Nikita PhD\Chip_1462_1_real\obj0140_stainActin_real.tiff,300,300,"actin,background,dapi,yap","(array([113.44568245]), array([142.64345404]))",[0.90944525],"(420.66673294941813, 299.35347906130244)"
141,C:\Users\sbsas\Documents\uni\Projects\Nikita PhD\Chip_1462_1_real\obj0141_stainbackground_real.tiff,C:\Users\sbsas\Documents\uni\Projects\Nikita PhD\Chip_1462_1_real\obj0141_stainDAPI_real.tiff,C:\Users\sbsas\Documents\uni\Projects\Nikita PhD\Chip_1462_1_real\obj0141_stainYAP_real.tiff,C:\Users\sbsas\Documents\uni\Projects\Nikita PhD\Chip_1462_1_real\obj0141_stainActin_real.tiff,300,300,"actin,background,dapi,yap","(array([187.17421603]), array([105.7456446]))",[0.90682535],"(244.1069022113878, 423.31988494367454)"
147,C:\Users\sbsas\Documents\uni\Projects\Nikita PhD\Chip_1462_1_real\obj0147_stainbackground_real.tiff,C:\Users\sbsas\Documents\uni\Projects\Nikita PhD\Chip_1462_1_real\obj0147_stainDAPI_real.tiff,C:\Users\sbsas\Documents\uni\Projects\Nikita PhD\Chip_1462_1_real\obj0147_stainYAP_real.tiff,C:\Users\sbsas\Documents\uni\Projects\Nikita PhD\Chip_1462_1_real\obj0147_stainActin_real.tiff,300,300,"actin,background,dapi,yap","(array([212.0524968]), array([150.4340589]))",[0.95613591],"(316.1230696383236, 536.1257511483102)"
148,C:\Users\sbsas\Documents\uni\Projects\Nikita PhD\Chip_1462_1_real\obj0148_stainbackground_real.tiff,C:\Users\sbsas\Documents\uni\Projects\Nikita PhD\Chip_1462_1_real\obj0148_stainDAPI_real.tiff,C:\Users\sbsas\Documents\uni\Projects\Nikita PhD\Chip_1462_1_real\obj0148_stainYAP_real.tiff,C:\Users\sbsas\Documents\uni\Projects\Nikita PhD\Chip_1462_1_real\obj0148_stainActin_real.tiff,300,300,"actin,background,dapi,yap","(array([155.50793651]), array([120.66666667]))",[0.9118818],"(317.80522973521033, 368.9256310564521)"
149,C:\Users\sbsas\Documents\uni\Projects\Nikita PhD\Chip_1462_1_real\obj0149_stainbackground_real.tiff,C:\Users\sbsas\Documents\uni\Projects\Nikita PhD\Chip_1462_1_real\obj0149_stainDAPI_real.tiff,C:\Users\sbsas\Documents\uni\Projects\Nikita PhD\Chip_1462_1_real\obj0149_stainYAP_real.tiff,C:\Users\sbsas\Documents\uni\Projects\Nikita PhD\Chip_1462_1_real\obj0149_stainActin_real.tiff,300,300,"actin,background,dapi,yap","(array([88.796875]), array([132.734375]))",[0.96618477],"(428.46359400568224, 230.27769207168615)"
151,C:\Users\sbsas\Documents\uni\Projects\Nikita PhD\Chip_1462_1_real\obj0151_stainbackground_real.tiff,C:\Users\sbsas\Documents\uni\Projects\Nikita PhD\Chip_1462_1_real\obj0151_stainDAPI_real.tiff,C:\Users\sbsas\Documents\uni\Projects\Nikita PhD\Chip_1462_1_real\obj0151_stainYAP_real.tiff,C:\Users\sbsas\Documents\uni\Projects\Nikita PhD\Chip_1462_1_real\obj0151_stainActin_real.tiff,300,300,"actin,background,dapi,yap","(array([145.61886792]), array([161.21132075]))",[0.92371705],"(423.464872348798, 396.5138050782856)"
153,C:\Users\sbsas\Documents\uni\Projects\Nikita PhD\Chip_1462_1_real\obj0153_stainbackground_real.tiff,C:\Users\sbsas\Documents\uni\Projects\Nikita PhD\Chip_1462_1_real\obj0153_stainDAPI_real.tiff,C:\Users\sbsas\Documents\uni\Projects\Nikita PhD\Chip_1462_1_real\obj0153_stainYAP_real.tiff,C:\Users\sbsas\Documents\uni\Projects\Nikita PhD\Chip_1462_1_real\obj0153_stainActin_real.tiff,300,300,"actin,background,dapi,yap","(array([237.32155477]), array([247.66784452]))",[0.9493796],"(508.6677258907397, 715.1014930136615)"
157,C:\Users\sbsas\Documents\uni\Projects\Nikita PhD\Chip_1462_1_real\obj0157_stainbackground_real.tiff,C:\Users\sbsas\Documents\uni\Projects\Nikita PhD\Chip_1462_1_real\obj0157_stainDAPI_real.tiff,C:\Users\sbsas\Documents\uni\Projects\Nikita PhD\Chip_1462_1_real\obj0157_stainYAP_real.tiff,C:\Users\sbsas\Documents\uni\Projects\Nikita PhD\Chip_1462_1_real\obj0157_stainActin_real.tiff,300,300,"actin,background,dapi,yap","(array([102.56097561]), array([137.2195122]))",[0.93208077],"(421.6957750805206, 267.548185685528)"
170,C:\Users\sbsas\Documents\uni\Projects\Nikita PhD\Chip_1462_1_real\obj0170_stainbackground_real.tiff,C:\Users\sbsas\Documents\uni\Projects\Nikita PhD\Chip_1462_1_real\obj0170_stainDAPI_real.tiff,C:\Users\sbsas\Documents\uni\Projects\Nikita PhD\Chip_1462_1_real\obj0170_stainYAP_real.tiff,C:\Users\sbsas\Documents\uni\Projects\Nikita PhD\Chip_1462_1_real\obj0170_stainActin_real.tiff,300,300,"actin,background,dapi,yap","(array([139.6692607]), array([155.91439689]))",[0.91663902],"(418.6562447061484, 376.23200227398104)"
171,C:\Users\sbsas\Documents\uni\Projects\Nikita PhD\Chip_1462_1_real\obj0171_stainbackground_real.tiff,C:\Users\sbsas\Documents\uni\Projects\Nikita PhD\Chip_1462_1_real\obj0171_stainDAPI_real.tiff,C:\Users\sbsas\Documents\uni\Projects\Nikita PhD\Chip_1462_1_real\obj0171_stainYAP_real.tiff,C:\Users\sbsas\Documents\uni\Projects\Nikita PhD\Chip_1462_1_real\obj0171_stainActin_real.tiff,300,300,"actin,background,dapi,yap","(array([162.91904762]), array([166.84761905]))",[0.93130099],"(414.95583359353884, 443.35794659847284)"
173,C:\Users\sbsas\Documents\uni\Projects\Nikita PhD\Chip_1462_1_real\obj0173_stainbackground_real.tiff,C:\Users\sbsas\Documents\uni\Projects\Nikita PhD\Chip_1462_1_real\obj0173_stainDAPI_real.tiff,C:\Users\sbsas\Documents\uni\Projects\Nikita PhD\Chip_1462_1_real\obj0173_stainYAP_real.tiff,C:\Users\sbsas\Documents\uni\Projects\Nikita PhD\Chip_1462_1_real\obj0173_stainActin_real.tiff,300,300,"actin,background,dapi,yap","(array([198.22648084]), array([151.02439024]))",[0.90987188],"(334.65678580802427, 505.0172220567039)"
176,C:\Users\sbsas\Documents\uni\Projects\Nikita PhD\Chip_1462_1_real\obj0176_stainbackground_real.tiff,C:\Users\sbsas\Documents\uni\Projects\Nikita PhD\Chip_1462_1_real\obj0176_stainDAPI_real.tiff,C:\Users\sbsas\Documents\uni\Projects\Nikita PhD\Chip_1462_1_real\obj0176_stainYAP_real.tiff,C:\Users\sbsas\Documents\uni\Projects\Nikita PhD\Chip_1462_1_real\obj0176_stainActin_real.tiff,300,300,"actin,background,dapi,yap","(array([144.24834437]), array([159.2615894]))",[0.91894945],"(420.6769835384479, 390.9355559746816)"
186,C:\Users\sbsas\Documents\uni\Projects\Nikita PhD\Chip_1462_1_real\obj0186_stainbackground_real.tiff,C:\Users\sbsas\Documents\uni\Projects\Nikita PhD\Chip_1462_1_real\obj0186_stainDAPI_real.tiff,C:\Users\sbsas\Documents\uni\Projects\Nikita PhD\Chip_1462_1_real\obj0186_stainYAP_real.tiff,C:\Users\sbsas\Documents\uni\Projects\Nikita PhD\Chip_1462_1_real\obj0186_stainActin_real.tiff,300,300,"actin,background,dapi,yap","(array([148.19125683]), array([163.84699454]))",[0.93198317],"(426.3395991369844, 405.71204583686733)"
188,C:\Users\sbsas\Documents\uni\Projects\Nikita PhD\Chip_1462_1_real\obj0188_stainbackground_real.tiff,C:\Users\sbsas\Documents\uni\Projects\Nikita PhD\Chip_1462_1_real\obj0188_stainDAPI_real.tiff,C:\Users\sbsas\Documents\uni\Projects\Nikita PhD\Chip_1462_1_real\obj0188_stainYAP_real.tiff,C:\Users\sbsas\Documents\uni\Projects\Nikita PhD\Chip_1462_1_real\obj0188_stainActin_real.tiff,300,300,"actin,background,dapi,yap","(array([140.95319149]), array([235.48085106]))",[0.90425533],"(600.305826182278, 478.02342495653056)"
203,C:\Users\sbsas\Documents\uni\Projects\Nikita PhD\Chip_1462_1_real\obj0203_stainbackground_real.tiff,C:\Users\sbsas\Documents\uni\Projects\Nikita PhD\Chip_1462_1_real\obj0203_stainDAPI_real.tiff,C:\Users\sbsas\Documents\uni\Projects\Nikita PhD\Chip_1462_1_real\obj0203_stainYAP_real.tiff,C:\Users\sbsas\Documents\uni\Projects\Nikita PhD\Chip_1462_1_real\obj0203_stainActin_real.tiff,300,300,"actin,background,dapi,yap","(array([146.10344828]), array([158.94252874]))",[0.86072536],"(417.6378343164212, 394.8116023441646)"
207,C:\Users\sbsas\Documents\uni\Projects\Nikita PhD\Chip_1462_1_real\obj0207_stainbackground_real.tiff,C:\Users\sbsas\Documents\uni\Projects\Nikita PhD\Chip_1462_1_real\obj0207_stainDAPI_real.tiff,C:\Users\sbsas\Documents\uni\Projects\Nikita PhD\Chip_1462_1_real\obj0207_stainYAP_real.tiff,C:\Users\sbsas\Documents\uni\Projects\Nikita PhD\Chip_1462_1_real\obj0207_stainActin_real.tiff,300,300,"actin,background,dapi,yap","(array([126.23958333]), array([149.55729167]))",[0.96435764],"(420.69744522532136, 337.40640862674536)"
213,C:\Users\sbsas\Documents\uni\Projects\Nikita PhD\Chip_1462_1_real\obj0213_stainbackground_real.tiff,C:\Users\sbsas\Documents\uni\Projects\Nikita PhD\Chip_1462_1_real\obj0213_stainDAPI_real.tiff,C:\Users\sbsas\Documents\uni\Projects\Nikita PhD\Chip_1462_1_real\obj0213_stainYAP_real.tiff,C:\Users\sbsas\Documents\uni\Projects\Nikita PhD\Chip_1462_1_real\obj0213_stainActin_real.tiff,300,300,"actin,background,dapi,yap","(array([144.15]), array([159.525]))",[0.94848848],"(421.4057874152077, 391.03626414193866)"
218,C:\Users\sbsas\Documents\uni\Projects\Nikita PhD\Chip_1462_1_real\obj0218_stainbackground_real.tiff,C:\Users\sbsas\Documents\uni\Projects\Nikita PhD\Chip_1462_1_real\obj0218_stainDAPI_real.tiff,C:\Users\sbsas\Documents\uni\Projects\Nikita PhD\Chip_1462_1_real\obj0218_stainYAP_real.tiff,C:\Users\sbsas\Documents\uni\Projects\Nikita PhD\Chip_1462_1_real\obj0218_stainActin_real.tiff,300,300,"actin,background,dapi,yap","(array([133.10377358]), array([165.8490566]))",[0.95281275],"(449.69153004832356, 373.45191107879543)"
219,C:\Users\sbsas\Documents\uni\Projects\Nikita PhD\Chip_1462_1_real\obj0219_stainbackground_real.tiff,C:\Users\sbsas\Documents\uni\Projects\Nikita PhD\Chip_1462_1_real\obj0219_stainDAPI_real.tiff,C:\Users\sbsas\Documents\uni\Projects\Nikita PhD\Chip_1462_1_real\obj0219_stainYAP_real.tiff,C:\Users\sbsas\Documents\uni\Projects\Nikita PhD\Chip_1462_1_real\obj0219_stainActin_real.tiff,300,300,"actin,background,dapi,yap","(array([135.10964912]), array([157.35964912]))",[0.97143364],"(427.64849260929367, 367.5262897388127)"
226,C:\Users\sbsas\Documents\uni\Projects\Nikita PhD\Chip_1462_1_real\obj0226_stainbackground_real.tiff,C:\Users\sbsas\Documents\uni\Projects\Nikita PhD\Chip_1462_1_real\obj0226_stainDAPI_real.tiff,C:\Users\sbsas\Documents\uni\Projects\Nikita PhD\Chip_1462_1_real\obj0226_stainYAP_real.tiff,C:\Users\sbsas\Documents\uni\Projects\Nikita PhD\Chip_1462_1_real\obj0226_stainActin_real.tiff,300,300,"actin,background,dapi,yap","(array([119.41868512]), array([185.15570934]))",[0.92604212],"(511.1545589539857, 365.916659900479)"
227,C:\Users\sbsas\Documents\uni\Projects\Nikita PhD\Chip_1462_1_real\obj0227_stainbackground_real.tiff,C:\Users\sbsas\Documents\uni\Projects\Nikita PhD\Chip_1462_1_real\obj0227_stainDAPI_real.tiff,C:\Users\sbsas\Documents\uni\Projects\Nikita PhD\Chip_1462_1_real\obj0227_stainYAP_real.tiff,C:\Users\sbsas\Documents\uni\Projects\Nikita PhD\Chip_1462_1_real\obj0227_stainActin_real.tiff,300,300,"actin,background,dapi,yap","(array([98.60569106]), array([134.42682927]))",[0.94334146],"(420.1772319528977, 254.97005514110924)"
230,C:\Users\sbsas\Documents\uni\Projects\Nikita PhD\Chip_1462_1_real\obj0230_stainbackground_real.tiff,C:\Users\sbsas\Documents\uni\Projects\Nikita PhD\Chip_1462_1_real\obj0230_stainDAPI_real.tiff,C:\Users\sbsas\Documents\uni\Projects\Nikita PhD\Chip_1462_1_real\obj0230_stainYAP_real.tiff,C:\Users\sbsas\Documents\uni\Projects\Nikita PhD\Chip_1462_1_real\obj0230_stainActin_real.tiff,300,300,"actin,background,dapi,yap","(array([200.44897959]), array([151.28571429]))",[0.97527272],"(332.49791945455434, 510.46032435710265)"
232,C:\Users\sbsas\Documents\uni\Projects\Nikita PhD\Chip_1462_1_real\obj0232_stainbackground_real.tiff,C:\Users\sbsas\Documents\uni\Projects\Nikita PhD\Chip_1462_1_real\obj0232_stainDAPI_real.tiff,C:\Users\sbsas\Documents\uni\Projects\Nikita PhD\Chip_1462_1_real\obj0232_stainYAP_real.tiff,C:\Users\sbsas\Documents\uni\Projects\Nikita PhD\Chip_1462_1_real\obj0232_stainActin_real.tiff,300,300,"actin,background,dapi,yap","(array([101.29550827]), array([137.06855792]))",[0.94898608],"(422.9200382567313, 264.4462586979231)"
234,C:\Users\sbsas\Documents\uni\Projects\Nikita PhD\Chip_1462_1_real\obj0234_stainbackground_real.tiff,C:\Users\sbsas\Documents\uni\Projects\Nikita PhD\Chip_1462_1_real\obj0234_stainDAPI_real.tiff,C:\Users\sbsas\Documents\uni\Projects\Nikita PhD\Chip_1462_1_real\obj0234_stainYAP_real.tiff,C:\Users\sbsas\Documents\uni\Projects\Nikita PhD\Chip_1462_1_real\obj0234_stainActin_real.tiff,300,300,"actin,background,dapi,yap","(array([145.53968254]), array([159.73015873]))",[0.90262477],"(420.15206356947215, 394.49159400711744)"
235,C:\Users\sbsas\Documents\uni\Projects\Nikita PhD\Chip_1462_1_real\obj0235_stainbackground_real.tiff,C:\Users\sbsas\Documents\uni\Projects\Nikita PhD\Chip_1462_1_real\obj0235_stainDAPI_real.tiff,C:\Users\sbsas\Documents\uni\Projects\Nikita PhD\Chip_1462_1_real\obj0235_stainYAP_real.tiff,C:\Users\sbsas\Documents\uni\Projects\Nikita PhD\Chip_1462_1_real\obj0235_stainActin_real.tiff,300,300,"actin,background,dapi,yap","(array([158.]), array([167.37558685]))",[0.96811265],"(422.282020209681, 432.68502328648447)"
238,C:\Users\sbsas\Documents\uni\Projects\Nikita PhD\Chip_1462_1_real\obj0238_stainbackground_real.tiff,C:\Users\sbsas\Documents\uni\Projects\Nikita PhD\Chip_1462_1_real\obj0238_stainDAPI_real.tiff,C:\Users\sbsas\Documents\uni\Projects\Nikita PhD\Chip_1462_1_real\obj0238_stainYAP_real.tiff,C:\Users\sbsas\Documents\uni\Projects\Nikita PhD\Chip_1462_1_real\obj0238_stainActin_real.tiff,300,300,"actin,background,dapi,yap","(array([149.179941]), array([162.46902655]))",[0.92598694],"(421.93798221459986, 406.2773609094121)"
242,C:\Users\sbsas\Documents\uni\Projects\Nikita PhD\Chip_1462_1_real\obj0242_stainbackground_real.tiff,C:\Users\sbsas\Documents\uni\Projects\Nikita PhD\Chip_1462_1_real\obj0242_stainDAPI_real.tiff,C:\Users\sbsas\Documents\uni\Projects\Nikita PhD\Chip_1462_1_real\obj0242_stainYAP_real.tiff,C:\Users\sbsas\Documents\uni\Projects\Nikita PhD\Chip_1462_1_real\obj0242_stainActin_real.tiff,300,300,"actin,background,dapi,yap","(array([134.24509804]), array([156.16666667]))",[0.94009777],"(425.97492383347037, 364.0533188703028)"
244,C:\Users\sbsas\Documents\uni\Projects\Nikita PhD\Chip_1462_1_real\obj0244_stainbackground_real.tiff,C:\Users\sbsas\Documents\uni\Projects\Nikita PhD\Chip_1462_1_real\obj0244_stainDAPI_real.tiff,C:\Users\sbsas\Documents\uni\Projects\Nikita PhD\Chip_1462_1_real\obj0244_stainYAP_real.tiff,C:\Users\sbsas\Documents\uni\Projects\Nikita PhD\Chip_1462_1_real\obj0244_stainActin_real.tiff,300,300,"actin,background,dapi,yap","(array([160.05263158]), array([168.29959514]))",[0.96025024],"(421.8603424055134, 438.560076979929)"
246,C:\Users\sbsas\Documents\uni\Projects\Nikita PhD\Chip_1462_1_real\obj0246_stainbackground_real.tiff,C:\Users\sbsas\Documents\uni\Projects\Nikita PhD\Chip_1462_1_real\obj0246_stainDAPI_real.tiff,C:\Users\sbsas\Documents\uni\Projects\Nikita PhD\Chip_1462_1_real\obj0246_stainYAP_real.tiff,C:\Users\sbsas\Documents\uni\Projects\Nikita PhD\Chip_1462_1_real\obj0246_stainActin_real.tiff,300,300,"actin,background,dapi,yap","(array([153.91111111]), array([125.30740741]))",[0.85130986],"(330.47654111715127, 371.01263935882577)"
255,C:\Users\sbsas\Documents\uni\Projects\Nikita PhD\Chip_1462_1_real\obj0255_stainbackground_real.tiff,C:\Users\sbsas\Documents\uni\Projects\Nikita PhD\Chip_1462_1_real\obj0255_stainDAPI_real.tiff,C:\Users\sbsas\Documents\uni\Projects\Nikita PhD\Chip_1462_1_real\obj0255_stainYAP_real.tiff,C:\Users\sbsas\Documents\uni\Projects\Nikita PhD\Chip_1462_1_real\obj0255_stainActin_real.tiff,300,300,"actin,background,dapi,yap","(array([120.43726236]), array([185.36882129]))",[0.72524541],"(510.3801248373241, 368.52719997336663)"
257,C:\Users\sbsas\Documents\uni\Projects\Nikita PhD\Chip_1462_1_real\obj0257_stainbackground_real.tiff,C:\Users\sbsas\Documents\uni\Projects\Nikita PhD\Chip_1462_1_real\obj0257_stainDAPI_real.tiff,C:\Users\sbsas\Documents\uni\Projects\Nikita PhD\Chip_1462_1_real\obj0257_stainYAP_real.tiff,C:\Users\sbsas\Documents\uni\Projects\Nikita PhD\Chip_1462_1_real\obj0257_stainActin_real.tiff,300,300,"actin,background,dapi,yap","(array([115.6433121]), array([143.59872611]))",[0.93872968],"(420.1369455851807, 305.6013032902892)"
262,C:\Users\sbsas\Documents\uni\Projects\Nikita PhD\Chip_1462_1_real\obj0262_stainbackground_real.tiff,C:\Users\sbsas\Documents\uni\Projects\Nikita PhD\Chip_1462_1_real\obj0262_stainDAPI_real.tiff,C:\Users\sbsas\Documents\uni\Projects\Nikita PhD\Chip_1462_1_real\obj0262_stainYAP_real.tiff,C:\Users\sbsas\Documents\uni\Projects\Nikita PhD\Chip_1462_1_real\obj0262_stainActin_real.tiff,300,300,"actin,background,dapi,yap","(array([133.24342105]), array([153.81578947]))",[0.79719842],"(421.8050141292489, 358.82624838865286)"
264,C:\Users\sbsas\Documents\uni\Projects\Nikita PhD\Chip_1462_1_real\obj0264_stainbackground_real.tiff,C:\Users\sbsas\Documents\uni\Projects\Nikita PhD\Chip_1462_1_real\obj0264_stainDAPI_real.tiff,C:\Users\sbsas\Documents\uni\Projects\Nikita PhD\Chip_1462_1_real\obj0264_stainYAP_real.tiff,C:\Users\sbsas\Documents\uni\Projects\Nikita PhD\Chip_1462_1_real\obj0264_stainActin_real.tiff,300,300,"actin,background,dapi,yap","(array([109.75284091]), array([141.17897727]))",[0.92805094],"(421.8810999019091, 289.0296124804046)"
267,C:\Users\sbsas\Documents\uni\Projects\Nikita PhD\Chip_1462_1_real\obj0267_stainbackground_real.tiff,C:\Users\sbsas\Documents\uni\Projects\Nikita PhD\Chip_1462_1_real\obj0267_stainDAPI_real.tiff,C:\Users\sbsas\Documents\uni\Projects\Nikita PhD\Chip_1462_1_real\obj0267_stainYAP_real.tiff,C:\Users\sbsas\Documents\uni\Projects\Nikita PhD\Chip_1462_1_real\obj0267_stainActin_real.tiff,300,300,"actin,background,dapi,yap","(array([144.41914191]), array([159.38943894]))",[0.90813504],"(420.75926732847404, 391.4877188501566)"
269,C:\Users\sbsas\Documents\uni\Projects\Nikita PhD\Chip_1462_1_real\obj0269_stainbackground_real.tiff,C:\Users\sbsas\Documents\uni\Projects\Nikita PhD\Chip_1462_1_real\obj0269_stainDAPI_real.tiff,C:\Users\sbsas\Documents\uni\Projects\Nikita PhD\Chip_1462_1_real\obj0269_stainYAP_real.tiff,C:\Users\sbsas\Documents\uni\Projects\Nikita PhD\Chip_1462_1_real\obj0269_stainActin_real.tiff,300,300,"actin,background,dapi,yap","(array([166.06896552]), array([187.20081136]))",[0.98735231],"(457.91726376460224, 475.8942986736529)"
270,C:\Users\sbsas\Documents\uni\Projects\Nikita PhD\Chip_1462_1_real\obj0270_stainbackground_real.tiff,C:\Users\sbsas\Documents\uni\Projects\Nikita PhD\Chip_1462_1_real\obj0270_stainDAPI_real.tiff,C:\Users\sbsas\Documents\uni\Projects\Nikita PhD\Chip_1462_1_real\obj0270_stainYAP_real.tiff,C:\Users\sbsas\Documents\uni\Projects\Nikita PhD\Chip_1462_1_real\obj0270_stainActin_real.tiff,300,300,"actin,background,dapi,yap","(array([136.28469751]), array([152.58362989]))",[0.80149161],"(415.1895456372233, 364.29987577289734)"
